week,agent_role,action,reward,done,policy_type,model_name,tool_order,llm_order,difference,consensus_gap,state_json,next_state_json,info_json
12,Distributor,56,-1234.4956597222222,False,llm,Qwen/Qwen3-4B,,56,,1,"{""inventory"": 0, ""backlog"": 83, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 42, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 99, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 988.0, ""bullwhip"": 99.95659722222223, ""negotiation_proposals"": null}"
12,Factory,55,-1234.4956597222222,False,llm,Qwen/Qwen3-4B,,55,,1,"{""inventory"": 0, ""backlog"": 110, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 42, ""last_order"": 55, ""current_week"": 12, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 95, ""pipeline_inventory"": 95, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 12, ""lead_time"": 2}","{""cost"": 988.0, ""bullwhip"": 99.95659722222223, ""negotiation_proposals"": null}"
13,Retailer,56,-1377.195234375,False,llm,Qwen/Qwen3-4B,,56,,1,"{""inventory"": 42, ""backlog"": 0, ""incoming_shipments"": 60, ""pipeline_inventory"": 60, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 64, ""backlog"": 0, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1106.0, ""bullwhip"": 106.95234375, ""negotiation_proposals"": null}"
13,Wholesaler,56,-1377.195234375,False,llm,Qwen/Qwen3-4B,,56,,1,"{""inventory"": 0, ""backlog"": 262, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 278, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1106.0, ""bullwhip"": 106.95234375, ""negotiation_proposals"": null}"
13,Distributor,56,-1377.195234375,False,llm,Qwen/Qwen3-4B,,56,,1,"{""inventory"": 0, ""backlog"": 99, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 115, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1106.0, ""bullwhip"": 106.95234375, ""negotiation_proposals"": null}"
13,Factory,55,-1377.195234375,False,llm,Qwen/Qwen3-4B,,55,,1,"{""inventory"": 0, ""backlog"": 112, ""incoming_shipments"": 95, ""pipeline_inventory"": 95, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 13, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 128, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 13, ""lead_time"": 2}","{""cost"": 1106.0, ""bullwhip"": 106.95234375, ""negotiation_proposals"": null}"
14,Retailer,56,-1482.2676136363636,False,llm,Qwen/Qwen3-4B,,56,,1,"{""inventory"": 64, ""backlog"": 0, ""incoming_shipments"": 70, ""pipeline_inventory"": 70, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 86, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1194.0, ""bullwhip"": 112.67613636363636, ""negotiation_proposals"": null}"
14,Wholesaler,56,-1482.2676136363636,False,llm,Qwen/Qwen3-4B,,56,,1,"{""inventory"": 0, ""backlog"": 278, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 294, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1194.0, ""bullwhip"": 112.67613636363636, ""negotiation_proposals"": null}"
14,Distributor,56,-1482.2676136363636,False,llm,Qwen/Qwen3-4B,,56,,1,"{""inventory"": 0, ""backlog"": 115, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 131, ""incoming_shipments"": 95, ""pipeline_inventory"": 95, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1194.0, ""bullwhip"": 112.67613636363636, ""negotiation_proposals"": null}"
14,Factory,55,-1482.2676136363636,False,llm,Qwen/Qwen3-4B,,55,,1,"{""inventory"": 0, ""backlog"": 128, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 14, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 129, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 14, ""lead_time"": 2}","{""cost"": 1194.0, ""bullwhip"": 112.67613636363636, ""negotiation_proposals"": null}"
15,Retailer,64,-1597.4008463541666,False,llm,Qwen/Qwen3-4B,,64,,9,"{""inventory"": 86, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 118, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1292.0, ""bullwhip"": 119.00846354166667, ""negotiation_proposals"": null}"
15,Wholesaler,56,-1597.4008463541666,False,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 294, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 310, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1292.0, ""bullwhip"": 119.00846354166667, ""negotiation_proposals"": null}"
15,Distributor,56,-1597.4008463541666,False,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 131, ""incoming_shipments"": 95, ""pipeline_inventory"": 95, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 147, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1292.0, ""bullwhip"": 119.00846354166667, ""negotiation_proposals"": null}"
15,Factory,55,-1597.4008463541666,False,llm,Qwen/Qwen3-4B,,55,,9,"{""inventory"": 0, ""backlog"": 129, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 15, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 130, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 15, ""lead_time"": 2}","{""cost"": 1292.0, ""bullwhip"": 119.00846354166667, ""negotiation_proposals"": null}"
16,Retailer,64,-1694.936658653846,False,llm,Qwen/Qwen3-4B,,64,,9,"{""inventory"": 118, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 150, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1376.0, ""bullwhip"": 124.36658653846153, ""negotiation_proposals"": null}"
16,Wholesaler,56,-1694.936658653846,False,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 310, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 334, ""incoming_shipments"": 95, ""pipeline_inventory"": 95, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1376.0, ""bullwhip"": 124.36658653846153, ""negotiation_proposals"": null}"
16,Distributor,56,-1694.936658653846,False,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 147, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 148, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1376.0, ""bullwhip"": 124.36658653846153, ""negotiation_proposals"": null}"
16,Factory,55,-1694.936658653846,False,llm,Qwen/Qwen3-4B,,55,,9,"{""inventory"": 0, ""backlog"": 130, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 16, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 131, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 16, ""lead_time"": 2}","{""cost"": 1376.0, ""bullwhip"": 124.36658653846153, ""negotiation_proposals"": null}"
17,Retailer,64,-1792.3959263392858,False,llm,Qwen/Qwen3-4B,,64,,9,"{""inventory"": 150, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 182, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1460.0, ""bullwhip"": 128.95926339285717, ""negotiation_proposals"": null}"
17,Wholesaler,56,-1792.3959263392858,False,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 334, ""incoming_shipments"": 95, ""pipeline_inventory"": 95, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 358, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1460.0, ""bullwhip"": 128.95926339285717, ""negotiation_proposals"": null}"
17,Distributor,56,-1792.3959263392858,False,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 148, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 149, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1460.0, ""bullwhip"": 128.95926339285717, ""negotiation_proposals"": null}"
17,Factory,55,-1792.3959263392858,False,llm,Qwen/Qwen3-4B,,55,,9,"{""inventory"": 0, ""backlog"": 131, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 17, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 132, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 17, ""lead_time"": 2}","{""cost"": 1460.0, ""bullwhip"": 128.95926339285717, ""negotiation_proposals"": null}"
18,Retailer,64,-1852.2939583333334,False,llm,Qwen/Qwen3-4B,,64,,9,"{""inventory"": 182, ""backlog"": 0, ""incoming_shipments"": 80, ""pipeline_inventory"": 80, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 214, ""backlog"": 0, ""incoming_shipments"": 95, ""pipeline_inventory"": 95, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1514.0, ""bullwhip"": 132.93958333333333, ""negotiation_proposals"": null}"
18,Wholesaler,56,-1852.2939583333334,False,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 358, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 367, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1514.0, ""bullwhip"": 132.93958333333333, ""negotiation_proposals"": null}"
18,Distributor,56,-1852.2939583333334,False,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 149, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 150, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1514.0, ""bullwhip"": 132.93958333333333, ""negotiation_proposals"": null}"
18,Factory,55,-1852.2939583333334,False,llm,Qwen/Qwen3-4B,,55,,9,"{""inventory"": 0, ""backlog"": 132, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 18, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 133, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 18, ""lead_time"": 2}","{""cost"": 1514.0, ""bullwhip"": 132.93958333333333, ""negotiation_proposals"": null}"
19,Retailer,64,-1912.142236328125,True,llm,Qwen/Qwen3-4B,,64,,9,"{""inventory"": 214, ""backlog"": 0, ""incoming_shipments"": 95, ""pipeline_inventory"": 95, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 246, ""backlog"": 0, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 8, ""last_order"": 64, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1568.0, ""bullwhip"": 136.42236328125, ""negotiation_proposals"": null}"
19,Wholesaler,56,-1912.142236328125,True,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 367, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 376, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 64, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1568.0, ""bullwhip"": 136.42236328125, ""negotiation_proposals"": null}"
19,Distributor,56,-1912.142236328125,True,llm,Qwen/Qwen3-4B,,56,,9,"{""inventory"": 0, ""backlog"": 150, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 151, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 56, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1568.0, ""bullwhip"": 136.42236328125, ""negotiation_proposals"": null}"
19,Factory,55,-1912.142236328125,True,llm,Qwen/Qwen3-4B,,55,,9,"{""inventory"": 0, ""backlog"": 133, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 19, ""lead_time"": 2}","{""inventory"": 0, ""backlog"": 134, ""incoming_shipments"": 110, ""pipeline_inventory"": 110, ""last_customer_demand"": 56, ""last_order"": 55, ""current_week"": 19, ""lead_time"": 2}","{""cost"": 1568.0, ""bullwhip"": 136.42236328125, ""negotiation_proposals"": null}"
0,Retailer,0,-76.0,False,llm,Qwen/Qwen3-4B,,0,,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
0,Wholesaler,0,-76.0,False,llm,Qwen/Qwen3-4B,,0,,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
0,Distributor,0,-76.0,False,llm,Qwen/Qwen3-4B,,0,,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
0,Factory,0,-76.0,False,llm,Qwen/Qwen3-4B,,0,,0,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 0, ""lead_time"": 2}","{""cost"": 76.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
1,Retailer,16,-72.0,False,llm,Qwen/Qwen3-4B,,16,,6,"{""inventory"": 16, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 0, ""current_week"": 1, ""lead_time"": 2}","{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 16, ""current_week"": 1, ""lead_time"": 2}","{""cost"": 72.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
1,Wholesaler,10,-72.0,False,llm,Qwen/Qwen3-4B,,10,,6,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 1, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 16, ""last_order"": 10, ""current_week"": 1, ""lead_time"": 2}","{""cost"": 72.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
1,Distributor,10,-72.0,False,llm,Qwen/Qwen3-4B,,10,,6,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 1, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 1, ""lead_time"": 2}","{""cost"": 72.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
1,Factory,10,-72.0,False,llm,Qwen/Qwen3-4B,,10,,6,"{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 0, ""last_order"": 0, ""current_week"": 1, ""lead_time"": 2}","{""inventory"": 20, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 10, ""last_order"": 10, ""current_week"": 1, ""lead_time"": 2}","{""cost"": 72.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
2,Retailer,8,-32.0,False,llm,Qwen/Qwen3-4B,,8,,6,"{""inventory"": 12, ""backlog"": 0, ""incoming_shipments"": 0, ""pipeline_inventory"": 0, ""last_customer_demand"": 4, ""last_order"": 16, ""current_week"": 2, ""lead_time"": 2}","{""inventory"": 8, ""backlog"": 0, ""incoming_shipments"": 16, ""pipeline_inventory"": 16, ""last_customer_demand"": 4, ""last_order"": 8, ""current_week"": 2, ""lead_time"": 2}","{""cost"": 32.0, ""bullwhip"": null, ""negotiation_proposals"": null}"
